"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","HPI_RPI","Price to rent ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,96.8773798959873,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,97.3857906032894,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,98.0367090594836,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2008","2008","IDX","Index","0","Units",,,99.309619218377,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,98.8146823465158,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,99.5162363020929,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,99.6279697686766,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,99.2795884562228,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2009","2009","IDX","Index","0","Units",,,96.8288233003486,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,97.6170265808577,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,96.0768874209,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,97.0382564939179,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,96.5831227057189,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2010","2010","IDX","Index","0","Units",,,98.6956912175918,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,97.6041962659046,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,98.2929283569237,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,98.9301834866953,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,99.9554567608434,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2011","2011","IDX","Index","0","Units",,,101.479247151619,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,100.633270936628,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,101.234703473132,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,101.902652713023,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,102.146361483693,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2012","2012","IDX","Index","0","Units",,,102.174640802452,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,102.743284616145,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,102.377565127858,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,101.939192757636,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,101.638520708169,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2013","2013","IDX","Index","0","Units",,,102.031625620156,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,102.578877231937,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,102.306741587323,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,101.921594445292,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,101.319289216073,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2014","2014","IDX","Index","0","Units",,,99.3843493913482,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,99.1451741679362,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,99.3392045856919,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,98.8504594747922,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,100.202559336972,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2015","2015","IDX","Index","0","Units",,,100,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,98.5072027489876,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.9235734755739,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.64206269231,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,100.927161083128,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2016","2016","IDX","Index","0","Units",,,101.684081111797,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.635684555712,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.499579607415,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.046677571107,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,102.554382712952,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2017","2017","IDX","Index","0","Units",,,104.25658286161,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,103.985626122713,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,103.337623254917,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,104.629542349982,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,105.073539718827,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2018","2018","IDX","Index","0","Units",,,106.146665887611,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,105.438325697216,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,106.327188438967,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,106.123669437511,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,106.69747997675,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2019","2019","IDX","Index","0","Units",,,109.202442507265,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,108.156299457834,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,108.458110989778,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,109.764510085104,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,110.430849496346,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,109.293998354377,,
"BEL","Belgium","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,110.325020485131,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2005","2005","IDX","Index","0","Units",,,83.3462083655208,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,83.9391459838239,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,82.1676593114791,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,84.2772656330317,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,83.0007625337484,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2006","2006","IDX","Index","0","Units",,,83.0212075530188,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,83.0102673847275,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,83.0010063133839,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,82.2950748528903,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,83.7784816610733,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,81.2452031130077,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,79.9658976518657,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,81.2218777636207,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,81.7179438953475,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,82.0750931411968,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,82.3457058642645,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,82.9531419315112,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,82.5887206192158,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,81.8040522011698,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,82.0369087051613,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,83.0209575523938,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,82.0618884118789,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,82.6049342926934,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,83.1388287126124,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,84.2781787923905,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,83.8712096780241,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,83.3294649926202,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,83.844978484715,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,84.4962693153078,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,83.8141259194534,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,86.7972169930423,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,86.3789902019876,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,86.6723363771753,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,86.818782416065,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,87.3187589769414,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,89.7727244318109,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,88.3116818468498,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,88.6548790450667,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,90.4393356411277,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,91.6850011941996,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,92.5982314955786,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,91.7071559474322,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,92.6627643708008,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,92.8869992861409,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,93.1360063779405,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,95.4989887474717,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,94.2214398101672,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,95.2719600779167,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,96.173854684313,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,96.3287004174899,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,98.2545117470106,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.521001166769,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.350164622366,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,101.874322463854,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,107.527268818172,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,104.424226497769,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,106.565141872816,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,108.749833721258,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,110.369873180846,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,114.103785259463,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,111.492892399844,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,112.868933557351,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,114.942241504445,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,117.111073576213,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,121.68080420201,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,119.000581896344,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,120.43168062602,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.027490400479,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,124.263463885199,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,128.707321764941,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,125.379113853156,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,127.68126806694,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,129.499802928589,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,132.269102211079,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,134.371109978092,,
"DEU","Germany","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,136.089480240666,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2005","2005","IDX","Index","0","Units",,,77.2350000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,76.7091143414715,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,77.1733952759376,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,77.2778013480953,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,77.7796890344961,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2006","2006","IDX","Index","0","Units",,,79.0650000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,78.2409920435337,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,78.7023947599172,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,79.413163941425,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,79.9034492551245,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2007","2007","IDX","Index","0","Units",,,80.6650000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,80.3358615330152,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,80.8038679752872,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,80.5185994157322,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,81.0016710759658,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2008","2008","IDX","Index","0","Units",,,81.9950000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,81.4203277570934,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,81.8921378397267,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,82.094709595849,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,82.5728248073314,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2009","2009","IDX","Index","0","Units",,,83.9450000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,83.0011580344608,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,83.4710872948103,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,84.4175919848936,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,84.8901626858358,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2010","2010","IDX","Index","0","Units",,,85.8100000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,85.352863038097,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,85.8219306614341,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,85.8065444820837,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,86.2586618183856,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2011","2011","IDX","Index","0","Units",,,87.2800000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,86.7857185583057,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,87.2835827703546,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,87.2946098114342,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,87.756088859906,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2012","2012","IDX","Index","0","Units",,,89.3000000000002,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,88.3679702922576,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,88.9387544626725,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,89.6750121587589,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,90.2182630863115,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2013","2013","IDX","Index","0","Units",,,92.6500000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,90.9173920250233,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,91.5439496509561,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,93.7446053535924,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,94.3940529704287,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2014","2014","IDX","Index","0","Units",,,96.8050000000001,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,95.1414272994699,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,95.7893554674903,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,97.7765299234406,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,98.5126873095996,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,99.235514100521,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.8409354374807,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.186259983622,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,100.737290478376,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2016","2016","IDX","Index","0","Units",,,102.085,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.391883640686,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.974496198496,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.158516152421,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,102.815104008396,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2017","2017","IDX","Index","0","Units",,,103.925,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,103.408465192695,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,104.008465917567,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,103.831201227648,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,104.451867662091,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2018","2018","IDX","Index","0","Units",,,105.955,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,105.034569904565,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,105.672236695746,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,106.219381425643,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,106.893811974046,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2019","2019","IDX","Index","0","Units",,,108.55,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,107.499016160344,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,108.176060811806,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,108.922175961416,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,109.602747066434,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2020","2020","IDX","Index","0","Units",,,111.507500000194,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,110.237586709333,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,110.935701589137,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,112.03334377169,,
"NLD","Netherlands","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,112.823367930615,,
