"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,9.62165615526181,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,10.145251590744,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,17.1921036917382,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.9306645959638,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-21.1804603443431,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.90555850590877,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,16.9213648302358,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-6.20285065505713,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.01383634422633,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.454435482695342,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-15.8749588015222,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.301034532262852,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.56323523338111,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,8.65340076744399,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-4.6021170693673,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,12.2607155510073,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,10.6211269941302,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,17.194416858631,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,12.2017728400867,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-23.4933026654471,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,10.344816129413,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,19.4148569713613,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-5.91017467515682,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.71025720081793,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.141586615009934,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-16.9644278074258,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.14290978307085,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.20728112426568,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,10.7721470605618,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-6.0545761835953,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.32213243711126,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.55159681463723,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.67708305344334,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.447318293141204,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.0209969012929,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.86453121543761,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.69445966218325,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.739090485720415,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.459292170292943,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.57853235792337,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.04131108199774,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.26685561109765,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.60813308687614,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.81241049896682,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.74372389969235,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.44389438943894,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.77524739053816,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.09217950015717,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.37559621345747,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.583747722148433,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.0092734754038,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.865478248772832,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.46785014136678,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.66894824221594,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.551481120724223,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.58506298939651,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.57014710488059,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.88643643459371,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.87183529294856,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.45656251247057,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,0.362900014789022,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,0.744712203305302,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.92621429133991,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.09964566016492,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.57924603047142,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.372072432911022,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.485156520734656,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.18508919520531,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.138396868512645,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.20981466010705,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.279221440945687,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.46542823462461,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.150715138273556,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.2483461433578,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.71675960377868,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.73799274297382,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.90767868344343,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,7.28027614840564,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.90693697545169,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-6.62280169130392,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.00827599252794768,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.21817257563041,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.64941631180972,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-2.26833815206351,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.35585786245417,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.74249224831415,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.15508412582297,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.39666486063452,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.39903817609689,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.38874374360005,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.51139527688977,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.7004683602699,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.43594447547224,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.80801504223612,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-11.2756617439304,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,10.4394665506769,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.6312087912088,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-0.486985161908285,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.352926078028743,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.19652286288329,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.72158345650101,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.20205727680705,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.47102575198287,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.588719603701958,,
"NAEXKP06","GDP Exports; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.02190260581058,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.42687863271519,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.14195852787361,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.578808643192,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.80515553733408,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-10.8591317349432,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.6881514975295,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.62550266344001,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-0.675041229756444,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.213823592098844,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.5279186418256,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.91423292134318,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,7.4512736092087,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.2191938624549,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.25959702898489,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.762602563047125,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.33090518126578,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,0.674076391389294,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.72750192015666,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.49762286614425,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.566255236595721,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.53878345058475,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.457813744437452,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.324331516707231,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.14147085479343,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.292475112023486,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.177724466551485,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.770603905198693,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.11354568644123,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.53084722738813,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.61666824390398,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.81946997440353,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.88767401734049,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,12.5817366980492,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,9.8733874722595,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-21.2257573522864,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,7.29584297591217,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,14.3836957929255,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-4.42271770293215,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.42965821831799,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.0951402460664551,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-13.2176622750082,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.27306356292256,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.51449889680282,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,8.41613835641522,,
"XTEXVA01","Exports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-1.65981941873195,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.60427448796666,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.1221169212458,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,16.4904544428267,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,12.8880637195558,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-21.157021998132,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,7.93309465339312,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,18.200596089943,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-6.12965162503513,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.44916081881702,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.864473292778569,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-15.8874359223498,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.796863488759563,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,9.69293281805409,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,9.1247962495934,,
"XTIMVA01","Imports in goods, s.a.","FRA","France","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-3.15505976760773,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","FRA","France","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.66348064904512,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","FRA","France","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.44942447628881,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","FRA","France","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.42483231521195,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","FRA","France","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.254945456380728,,
