"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,18.605921536166,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,15.6415115842886,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-21.9297647258563,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,15.0277012709788,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,16.5647192633617,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.91212799212323,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.41254376964493,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.340821790307115,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-15.155683897402,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.299388607346371,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,14.7536873627527,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,11.2590968677282,,
"XTEXVA01","Exports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.66008491858764,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,14.1458319595939,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,15.3816455332701,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,17.9212410475859,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,17.4588736797228,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-23.5037762061159,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,15.4188654404243,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,16.2920050763363,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.63759909461284,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.711818021655196,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.165373476598564,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-13.1599714070103,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-2.7239208272989,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,15.481729401244,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,12.0984698147769,,
"XTIMVA01","Imports in goods, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-1.66411834194566,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.0468502153685,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.46174297077412,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.77202044340298,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.17188732343728,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-3.66720660443207,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.34097760015494,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.54966321848785,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.03117130702773,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.126992857672566,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.42408403440279,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.95827589178161,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.19171371926123,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.91098968404451,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.3606892646537,"P","Provisional value"
"NAEXKP01","Gross domestic product; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.67748356754394,"P","Provisional value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,0.903829462873569,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,-0.155117516587404,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.87262903281723,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.893360854928904,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-1.88453786592161,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.10359529644246,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.0710647643202189,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.13983772950287,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.967576755805424,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.374242684768892,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.97706720797971,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.11963348090189,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.13119304700026,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.16395701033387,"P","Provisional value"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.48299845974747,"P","Provisional value"
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.21871438119789,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.32985250147274,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.12471751907722,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.21187717960471,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.67813478057821,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.92024377238918,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.417716644202338,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.15582497815089,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.0163552312184029,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.554344337449372,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.0772285872305244,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.34954802325447,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.925874651362492,,
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.72379429546446,"P","Provisional value"
"NAEXKP03","GDP Government consumption expenditure; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.57562032055043,"P","Provisional value"
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.28265125243523,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.99255977168459,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,14.8356072875834,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,-3.02083889223306,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-8.58338905993488,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-6.76034623973622,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.88907545240165,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-6.3011239081759,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.5665553953315,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-2.42732942968419,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,29.2019049490715,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-7.28432535910262,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.20508694191851,,
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.58229266705328,"P","Provisional value"
"NAEXKP04","GDP Gross fixed capital formation; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.603914179635,"P","Provisional value"
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.7793475893702,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.18344572183336,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.35021420096323,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.63642407614191,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-8.64796950276751,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.72260321991076,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.15617274382779,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.25912071645947,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.48039253320133,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.54942939664943,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.38903510590759,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.66826509196936,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.50012094994032,,
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.32868228579315,"P","Provisional value"
"NAEXKP06","GDP Exports; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.70597520671356,"P","Provisional value"
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.43452982017651,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.64759685503594,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,7.80602793126618,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,-0.695221014914333,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-7.81170066156539,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.53053025096156,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.86793886096622,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.18606659134966,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.23813118224009,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.26574805955805,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,14.5554948369318,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.97726930893917,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.18930288999488,,
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.72200218559013,"P","Provisional value"
"NAEXKP07","GDP Imports of goods and services; constant prices, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.23830308309444,"P","Provisional value"
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,-3.38552830834616,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.59677707689557,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.89356434088067,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.3361132572137,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.0653503104885756,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.11798315719159,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.0205074384701451,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.647962491142904,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.718086062479779,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.592624778595504,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.00290490312436,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.30309213907263,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.109272790381,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.24467086779801,,
"LFEMTTTT","Total employment: all persons, s.a.","NLD","Netherlands","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.09650516169914,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.47234615740125,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,12.4418890361381,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,15.8811184595945,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,15.7789869360924,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-12.4976639186669,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,11.421255596766,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,20.4747482570081,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-4.40656470104036,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.28575970843041,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.97387859474211,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-7.48446930369111,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.70290861379656,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.81896540684101,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.05758699407093,,
"XTEXVA01","Exports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.22955181324949,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,9.18060480687088,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,10.3771777890801,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,15.5061356751826,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,12.7407811597243,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-14.4193801432785,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,13.1862809854632,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,18.1485174585951,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-4.28517001032634,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.36346415970214,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.9672303616333,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-11.6381912126909,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.26020334943848,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.11234009469541,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,9.10193943378992,,
"XTIMVA01","Imports in goods, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.00534951663196066,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.88263843562185,,
